input,target,prediction
maethyoo,மேத்யூ,மேதியோ
garden,கார்டன்,கார்டன்
rungta,ருங்டா,ருங்காட
azhaippu,அழைப்பு,அழைப்பு
mudindhullathu,முடிந்துள்ளது,முடிந்துள்ளது
technoplast,டெக்னோப்ளாஸ்ட்,டெஸ்பால்ச்ட்
paavangkal,பாவங்கள்,பாவங்கள்
aalayamum,ஆலயமும்,ஆளாயும்
vazhakkup,வழக்குப்,வழக்குப்
harrij,ஹாரிஸ்,ஹர்ரிஜி
nokki,நோக்கி,நோக்கி
kootpaadu,கோட்பாடு,கோட்பாடு
kopaiyil,கோப்பையில்,கொபையில்
mukkthi,முக்தி,முக்கித்
dei,டேய்,டெய்
padaippakka,படைப்பாக்க,படைப்பக்க
pradesh,ப்ரதேஷ்,ப்ராதேஷ்
muthaliyavargal,முதலியவர்கள்,முதலியவர்கள்
athikaaravarkkaththinaal,அதிகாரவர்க்கத்தினால்,அதிகாராத்திக்கத்தால்
kavalthuraip,காவல்துறைப்,கலல்றுவைப்
kaalame,காலமே,காலமே
moorththi,மூர்த்தி,மோர்த்தி
kanara,கனரா,கனரா
maalaiyai,மாலையை,மாலையை
mikka,திறன்,மிக்க
viyanththa,வியந்த,வியந்த
palarukkum,பலருக்கும்,பலருக்கும்
kidanku,கிடங்கு,கிடங்கு
controls,கன்ட்ரோல்ஸ்,கோன்ரரல்
unavukalaich,உணவுகளைச்,உணவுகளைச்
couult,கோல்ட்,கோலும்
munnanikku,முன்னணிக்கு,முன்னனிக்கு
uuzhiyargalum,ஊழியர்களும்,உழியர்களும்
kurainthavai,குறைந்தவை,குறைந்தவை
aatharvaagach,ஆதரவாகச்,ஆதர்வாகச்
mangla,மங்லா,மங்கள
tamizhakatthaich,தமிழகத்தைச்,தமிககத்தைச்
kelvik,கேள்விஃ,கேல்விக்
moondrilirunththu,மூன்றிலிருந்து,மூன்றிலிருந்து
pukalpettravai,புகழ்பெற்றவை,புகல்பெற்றவை
paechupavarkal,பேசுபவர்கள்,பேசுபவர்கள்
koduththiruppargal,கொடுத்திருப்பார்கள்,கொடுத்திருப்பக்கள்
irukkindrom,இருக்கின்றோம்,இருக்கின்றோம்
kerr,கெர்,கேர்
lakhmani,லக்மனி,லக்மனி
koolp,கோல்ப்,கோல்ப்
vishayaththilum,விஷயத்திலும்,விசயத்திலும்
vazhinadaththum,வழிநடத்தும்,வழிநடத்தும்
negi,நெகி,நெகி
inthanilaiyil,இந்தநிலையில்,இந்தனிலையில்
sangaththil,சங்கத்தில்,சங்கத்தில்
vazhipaduvadhu,வழிபடுவது,வழிபடுவது
kaalaandil,காலாண்டில்,காலாந்தில்
mattravarkal,மற்றவர்கள்,மற்றவர்கள்
tharunankkalil,தருணங்களில்,தருணங்களில்
vaazhvilirukkum,வாழ்விலிருக்கும்,வாழ்விலிருக்கும்
sindhanaiyaalargalathu,சிந்தனையாளர்களது,சிந்தனையாளர்களது
magizhthirumeni,மகிழ்திருமேணி,மகிழ்திருமேனி
pudhuchcheariyai,புதுச்சேரியை,புதுச்செய்யிய
ainn,ஆன்,யென்
sreerankaththil,ஸ்ரீரங்கத்தில்,ஸ்ரீசர்்தததில்
padaiththaan,படைத்தான்,படைத்தான்
pae,பை,ேம்
seithamaiaal,செய்தமையால்,செய்தமாயா்
muzhangka,முழங்க,முழங்க
mukamaakavum,முகமாகவும்,முகமாகவும்
reshii,ரிஷி,ரெஷியி
thokaiyai,தொகையை,தோகையை
vaakanamaaka,வாகனமாக,வாகணமாக
kondirukku,கொண்டிருக்கு,கொண்டிருக்கு
jay,ஜெ,ஜிய்
randhawa,ரன்தவா,ரர்நதா
maiyamaagak,மையமாகக்,மையமாகக்
kollathavar,கொள்ளாதவர்,கொள்ளதறவர்
kambalattu,கம்பளத்து,கம்பலட்டு
lozano,லொசானோ,லோலனோ
pagirappatduvidum,பகிரப்பட்டுவிடும்,பகிரப்பட்டுவிடும்
maattikkondaarkalaa,மாட்டிக்கொண்டார்களா,மாட்டிக்கொண்டார்கள
illaathavargal,இல்லாதவர்கள்,இல்லாதவர்கள்
thamilakatthaich,தமிழகத்தைச்,தமிலக்கதைச்
thoalvikku,தோல்விக்கு,தோல்விக்கு
suttukkolgiraal,சுட்டுக்கொள்கிறாள்,சுட்டுக்கொள்கிறாள்
nadanthirukkirathu,நடந்திருக்கிறது,நடந்திருக்கிறது
wardha,வார்தா,வர்தா
kamittiyin,கமிட்டியின்,கமைட்டியின்
machilipatnam,மசிலிபட்ணம்,மச்சிலப்னம்
suvaroram,சுவரோரம்,சுவரரரம்
ippaathai,இப்பாதை,இப்பாதை
seluththinar,செலுத்தினர்,செலுத்தினர்
samaddar,சமத்தர்,சமட்டர்
qwantam,குவாண்டம்,க்வாண்டம்
oththuzhaikkinranar,ஒத்துழைக்கின்றனர்,ஒத்துழைக்கின்றர்
naattiyaththil,நாட்டியத்தில்,நாட்டியத்தில்
nandrikal,நன்றிகள்,நந்றிகள்
chaibasa,சாய்பாசா,சைபசா
taitanium,டைட்டானியம்,டைடனிமும்
miami,மியாமி,மைய்
nuraiyiiral,நுரையீரல்,நுறையிறல்
gulmarg,குல்மர்க்,குல்மர்க்
seyarpaadugalil,செயற்பாடுகளில்,செயற்படுகளில்
srinivaasan,ஸ்ரீநிவாசன்,ஸ்ரினியாகன்
colorado,கொலராடோ,கோலோராடோ
tira,திற,திரா
avaludan,அவளுடன்,அவளுடன்
aerpaduthal,ஏற்படுதல்,ஏற்படுதல்
kulaiththaalum,குலைத்தாலும்,குளைத்தாலும்
vazhangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
asoka,அசோகா,அசோக
aayvukalaiyum,ஆய்வுகளையும்,ஆய்வுகளையும்
bayamum,பயமும்,பயமும்
nadaiperaadha,நடைபெறாத,நடைபெறாத
jyothy,ஜ்யோதி,ஜியோத்
yoore,யூரி,யூரரே
irundhaaley,இருந்தாலே,இருந்தாலி
